"test" "ass." "obs" "exp" "p.obs>exp"
"59" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"60" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"61" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"62" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"63" "temp" "20_node.381" "1" "0.25±0.43" "1"
"64" "temp" "30_node.381" "0" "0.75±0.43" "1"
"65" "temp" "20_node.384" "0" "0.43±0.5" "1"
"66" "temp" "30_node.384" "1" "0.57±0.5" "1"
"67" "temp" "20_node.385" "0" "1.21±0.9" "1"
"68" "temp" "30_node.385" "4" "2.79±0.9" "1"
"69" "temp" "20_node.403" "1" "0.36±0.48" "1"
"70" "temp" "30_node.403" "0" "0.64±0.48" "1"
"71" "temp" "20_node.414" "1" "0.71±0.67" "1"
"72" "temp" "30_node.414" "1" "1.29±0.67" "1"
"73" "temp" "20_node.415" "6" "12.06±2.46" "1"
"74" "temp" "30_node.415" "27" "20.94±2.46" "0.61565"
"75" "temp" "20_node.428" "2" "3.73±1.5" "1"
"76" "temp" "30_node.428" "10" "8.27±1.5" "1"
"77" "temp" "20_node.434" "2" "1.77±1.03" "1"
"78" "temp" "30_node.434" "3" "3.23±1.03" "1"
"79" "temp" "20_node.437" "0" "0.35±0.48" "1"
"80" "temp" "30_node.437" "1" "0.65±0.48" "1"
"81" "temp" "20_node.438" "0" "0.36±0.48" "1"
"82" "temp" "30_node.438" "1" "0.64±0.48" "1"
"83" "temp" "20_node.439" "0" "1.1±0.88" "1"
"84" "temp" "30_node.439" "4" "2.9±0.88" "1"
"85" "temp" "20_node.442" "0" "0.35±0.48" "1"
"86" "temp" "30_node.442" "1" "0.65±0.48" "1"
"87" "temp" "20_node.443" "0" "0.44±0.5" "1"
"88" "temp" "30_node.443" "1" "0.56±0.5" "1"
"89" "temp" "20_node.448" "1" "0.71±0.67" "1"
"90" "temp" "30_node.448" "1" "1.29±0.67" "1"
"91" "temp" "20_node.450" "4" "4.85±1.67" "1"
"92" "temp" "30_node.450" "12" "11.15±1.67" "1"
"93" "temp" "20_node.483" "1" "0.25±0.43" "1"
"94" "temp" "30_node.483" "0" "0.75±0.43" "1"
"95" "temp" "20_node.486" "5" "7.97±2.13" "1"
"96" "temp" "30_node.486" "20" "17.03±2.13" "1"
"97" "temp" "20_node.497" "2" "1.35±0.88" "1"
"98" "temp" "30_node.497" "2" "2.65±0.88" "1"
"99" "temp" "20_node.501" "0" "1.35±0.88" "1"
"100" "temp" "30_node.501" "4" "2.65±0.88" "1"
"101" "temp" "20_node.504" "28" "15.34±2.59" "0.00062"
"102" "temp" "30_node.504" "13" "25.66±2.59" "1"
"103" "temp" "20_node.524" "1" "0.6±0.49" "1"
"104" "temp" "30_node.524" "0" "0.4±0.49" "1"
"105" "temp" "20_node.525" "2" "0.6±0.64" "1"
"106" "temp" "30_node.525" "0" "1.4±0.64" "1"
"107" "temp" "20_node.533" "1" "0.43±0.5" "1"
"108" "temp" "30_node.533" "0" "0.57±0.5" "1"
"109" "temp" "20_node.540" "2" "0.96±0.69" "1"
"110" "temp" "30_node.540" "0" "1.04±0.69" "1"
"111" "temp" "20_node.549" "5" "6.59±1.5" "1"
"112" "temp" "30_node.549" "8" "6.41±1.5" "1"
"113" "temp" "20_node.566" "0" "0.5±0.6" "1"
"114" "temp" "30_node.566" "2" "1.5±0.6" "1"
"115" "temp" "20_node.568" "1" "1.2±0.68" "1"
"116" "temp" "30_node.568" "1" "0.8±0.68" "1"
"117" "temp" "20_node.569" "1" "0.25±0.43" "1"
"118" "temp" "30_node.569" "0" "0.75±0.43" "1"
"119" "temp" "20_node.570" "0" "0.43±0.5" "1"
"120" "temp" "30_node.570" "1" "0.57±0.5" "1"
"121" "temp" "20_node.576" "0" "0.25±0.43" "1"
"122" "temp" "30_node.576" "1" "0.75±0.43" "1"
"123" "temp" "20_node.580" "0" "0.25±0.43" "1"
"124" "temp" "30_node.580" "1" "0.75±0.43" "1"
