"test" "ass." "obs" "exp" "p.obs>exp"
"58" "site" "MSH_node.505" "1" "0.76±0.67" "1"
"59" "site" "SBL_node.506" "1" "0.6±0.49" "1"
"60" "site" "MSH_node.506" "0" "0.4±0.49" "1"
"61" "site" "SBL_node.507" "3" "3.93±1.22" "1"
"62" "site" "MSH_node.507" "4" "3.07±1.22" "1"
"63" "site" "SBL_node.509" "8" "9.54±1.76" "1"
"64" "site" "MSH_node.509" "10" "8.46±1.76" "1"
"65" "site" "SBL_node.513" "0" "1.57±0.82" "1"
"66" "site" "MSH_node.513" "3" "1.43±0.82" "1"
"67" "site" "SBL_node.515" "2" "1.31±0.67" "1"
"68" "site" "MSH_node.515" "1" "1.69±0.67" "1"
"69" "site" "SBL_node.516" "1" "2±0.98" "1"
"70" "site" "MSH_node.516" "3" "2±0.98" "1"
"71" "site" "SBL_node.519" "1" "1.38±0.79" "1"
"72" "site" "MSH_node.519" "2" "1.62±0.79" "1"
"73" "site" "SBL_node.525" "2" "1.04±0.66" "1"
"74" "site" "MSH_node.525" "0" "0.96±0.66" "1"
"75" "site" "SBL_node.526" "0" "0±0" "1"
"76" "site" "MSH_node.526" "1" "1±0" "1"
"77" "site" "SBL_node.533" "0" "0.33±0.47" "1"
"78" "site" "MSH_node.533" "1" "0.67±0.47" "1"
"79" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"80" "site" "MSH_node.540" "0" "0.29±0.45" "1"
"81" "site" "SBL_node.541" "0" "0±0" "1"
"82" "site" "MSH_node.541" "1" "1±0" "1"
"83" "site" "SBL_node.551" "0" "1.52±0.84" "1"
"84" "site" "MSH_node.551" "4" "2.48±0.84" "1"
"85" "site" "SBL_node.554" "0" "0.53±0.5" "1"
"86" "site" "MSH_node.554" "3" "2.47±0.5" "1"
"87" "site" "SBL_node.555" "0" "0±0" "1"
"88" "site" "MSH_node.555" "3" "3±0" "1"
"89" "site" "SBL_node.559" "0" "0.53±0.5" "1"
"90" "site" "MSH_node.559" "3" "2.47±0.5" "1"
"91" "site" "SBL_node.566" "0" "1.19±0.69" "1"
"92" "site" "MSH_node.566" "2" "0.81±0.69" "1"
"93" "site" "SBL_node.569" "0" "0.71±0.45" "1"
"94" "site" "MSH_node.569" "1" "0.29±0.45" "1"
"95" "site" "SBL_node.572" "0" "0.53±0.5" "1"
"96" "site" "MSH_node.572" "1" "0.47±0.5" "1"
"97" "site" "SBL_node.575" "0" "0±0" "1"
"98" "site" "MSH_node.575" "2" "2±0" "1"
"99" "site" "SBL_node.576" "0" "0.59±0.49" "1"
"100" "site" "MSH_node.576" "1" "0.41±0.49" "1"
"101" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"102" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"103" "temp" "20_node.381" "1" "0.25±0.43" "1"
"104" "temp" "30_node.381" "0" "0.75±0.43" "1"
"105" "temp" "20_node.384" "0" "0.43±0.5" "1"
"106" "temp" "30_node.384" "1" "0.57±0.5" "1"
"107" "temp" "20_node.386" "0" "0.61±0.65" "1"
"108" "temp" "30_node.386" "2" "1.39±0.65" "1"
"109" "temp" "20_node.395" "0" "0.61±0.65" "1"
"110" "temp" "30_node.395" "2" "1.39±0.65" "1"
"111" "temp" "20_node.403" "1" "0.36±0.48" "1"
"112" "temp" "30_node.403" "0" "0.64±0.48" "1"
"113" "temp" "20_node.414" "1" "0.71±0.67" "1"
"114" "temp" "30_node.414" "1" "1.29±0.67" "1"
"115" "temp" "20_node.416" "0" "3.03±1.39" "1"
"116" "temp" "30_node.416" "10" "6.97±1.39" "1"
"117" "temp" "20_node.418" "6" "7.89±1.94" "1"
"118" "temp" "30_node.418" "14" "12.11±1.94" "1"
"119" "temp" "20_node.423" "0" "0.36±0.48" "1"
"120" "temp" "30_node.423" "1" "0.64±0.48" "1"
"121" "temp" "20_node.424" "0" "0.79±0.69" "1"
"122" "temp" "30_node.424" "2" "1.21±0.69" "1"
"123" "temp" "20_node.428" "2" "3.73±1.51" "1"
"124" "temp" "30_node.428" "10" "8.27±1.51" "1"
"125" "temp" "20_node.434" "2" "1.78±1.03" "1"
"126" "temp" "30_node.434" "3" "3.22±1.03" "1"
"127" "temp" "20_node.437" "0" "0.35±0.48" "1"
"128" "temp" "30_node.437" "1" "0.65±0.48" "1"
"129" "temp" "20_node.438" "0" "0.35±0.48" "1"
"130" "temp" "30_node.438" "1" "0.65±0.48" "1"
"131" "temp" "20_node.439" "0" "1.11±0.88" "1"
"132" "temp" "30_node.439" "4" "2.89±0.88" "1"
"133" "temp" "20_node.446" "0" "0.43±0.5" "1"
"134" "temp" "30_node.446" "1" "0.57±0.5" "1"
"135" "temp" "20_node.447" "0" "0.35±0.48" "1"
"136" "temp" "30_node.447" "1" "0.65±0.48" "1"
"137" "temp" "20_node.450" "1" "2.52±1.27" "1"
"138" "temp" "30_node.450" "7" "5.48±1.27" "1"
"139" "temp" "20_node.451" "3" "2.31±1.21" "1"
"140" "temp" "30_node.451" "5" "5.69±1.21" "1"
"141" "temp" "20_node.483" "1" "0.25±0.43" "1"
"142" "temp" "30_node.483" "0" "0.75±0.43" "1"
"143" "temp" "20_node.486" "1" "1.36±0.97" "1"
"144" "temp" "30_node.486" "4" "3.64±0.97" "1"
"145" "temp" "20_node.487" "0" "0.25±0.43" "1"
"146" "temp" "30_node.487" "1" "0.75±0.43" "1"
"147" "temp" "20_node.488" "0" "0.43±0.5" "1"
"148" "temp" "30_node.488" "1" "0.57±0.5" "1"
"149" "temp" "20_node.489" "4" "5.93±1.87" "1"
"150" "temp" "30_node.489" "14" "12.07±1.87" "1"
"151" "temp" "20_node.496" "1" "0.71±0.67" "1"
"152" "temp" "30_node.496" "1" "1.29±0.67" "1"
"153" "temp" "20_node.497" "2" "1.35±0.88" "1"
"154" "temp" "30_node.497" "2" "2.65±0.88" "1"
"155" "temp" "20_node.501" "0" "0.85±0.65" "1"
"156" "temp" "30_node.501" "2" "1.15±0.65" "1"
"157" "temp" "20_node.503" "0" "0.5±0.6" "1"
"158" "temp" "30_node.503" "2" "1.5±0.6" "1"
"159" "temp" "20_node.505" "1" "0.79±0.69" "1"
"160" "temp" "30_node.505" "1" "1.21±0.69" "1"
"161" "temp" "20_node.506" "0" "0.35±0.48" "1"
"162" "temp" "30_node.506" "1" "0.65±0.48" "1"
"163" "temp" "20_node.507" "5" "2.33±1.21" "1"
"164" "temp" "30_node.507" "2" "4.67±1.21" "1"
"165" "temp" "20_node.509" "14" "7.15±1.91" "0.04998"
"166" "temp" "30_node.509" "4" "10.85±1.91" "1"
"167" "temp" "20_node.513" "2" "1.11±0.81" "1"
"168" "temp" "30_node.513" "1" "1.89±0.81" "1"
"169" "temp" "20_node.515" "2" "1.3±0.83" "1"
"170" "temp" "30_node.515" "1" "1.7±0.83" "1"
"171" "temp" "20_node.516" "1" "1.36±0.92" "1"
"172" "temp" "30_node.516" "3" "2.64±0.92" "1"
"173" "temp" "20_node.519" "3" "0.93±0.79" "1"
"174" "temp" "30_node.519" "0" "2.07±0.79" "1"
"175" "temp" "20_node.525" "2" "0.6±0.65" "1"
"176" "temp" "30_node.525" "0" "1.4±0.65" "1"
"177" "temp" "20_node.526" "1" "0.6±0.49" "1"
"178" "temp" "30_node.526" "0" "0.4±0.49" "1"
"179" "temp" "20_node.533" "1" "0.44±0.5" "1"
"180" "temp" "30_node.533" "0" "0.56±0.5" "1"
"181" "temp" "20_node.540" "1" "0.35±0.48" "1"
"182" "temp" "30_node.540" "0" "0.65±0.48" "1"
"183" "temp" "20_node.541" "1" "0.6±0.49" "1"
"184" "temp" "30_node.541" "0" "0.4±0.49" "1"
"185" "temp" "20_node.551" "1" "1.53±0.92" "1"
"186" "temp" "30_node.551" "3" "2.47±0.92" "1"
"187" "temp" "20_node.554" "1" "1.63±0.84" "1"
"188" "temp" "30_node.554" "2" "1.37±0.84" "1"
"189" "temp" "20_node.555" "1" "1.8±0.8" "1"
"190" "temp" "30_node.555" "2" "1.2±0.8" "1"
"191" "temp" "20_node.559" "2" "1.63±0.84" "1"
"192" "temp" "30_node.559" "1" "1.37±0.84" "1"
"193" "temp" "20_node.566" "0" "0.5±0.61" "1"
"194" "temp" "30_node.566" "2" "1.5±0.61" "1"
"195" "temp" "20_node.569" "1" "0.25±0.43" "1"
"196" "temp" "30_node.569" "0" "0.75±0.43" "1"
"197" "temp" "20_node.572" "0" "0.43±0.5" "1"
"198" "temp" "30_node.572" "1" "0.57±0.5" "1"
"199" "temp" "20_node.575" "1" "1.2±0.68" "1"
"200" "temp" "30_node.575" "1" "0.8±0.68" "1"
"201" "temp" "20_node.576" "0" "0.25±0.43" "1"
"202" "temp" "30_node.576" "1" "0.75±0.43" "1"
"203" "temp" "20_node.580" "0" "0.25±0.43" "1"
"204" "temp" "30_node.580" "1" "0.75±0.43" "1"
