"test" "ass." "obs" "exp" "p.obs>exp"
"58" "site" "MSH_node.525" "0" "0.95±0.65" "1"
"59" "site" "SBL_node.526" "0" "0±0" "1"
"60" "site" "MSH_node.526" "1" "1±0" "1"
"61" "site" "SBL_node.533" "0" "0.34±0.47" "1"
"62" "site" "MSH_node.533" "1" "0.66±0.47" "1"
"63" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"64" "site" "MSH_node.540" "0" "0.29±0.45" "1"
"65" "site" "SBL_node.541" "0" "0±0" "1"
"66" "site" "MSH_node.541" "1" "1±0" "1"
"67" "site" "SBL_node.551" "0" "1.52±0.83" "1"
"68" "site" "MSH_node.551" "4" "2.48±0.83" "1"
"69" "site" "SBL_node.554" "0" "0.54±0.5" "1"
"70" "site" "MSH_node.554" "3" "2.46±0.5" "1"
"71" "site" "SBL_node.555" "0" "0±0" "1"
"72" "site" "MSH_node.555" "3" "3±0" "1"
"73" "site" "SBL_node.559" "0" "0.53±0.5" "1"
"74" "site" "MSH_node.559" "3" "2.47±0.5" "1"
"75" "site" "SBL_node.566" "0" "1.19±0.69" "1"
"76" "site" "MSH_node.566" "2" "0.81±0.69" "1"
"77" "site" "SBL_node.568" "0" "0±0" "1"
"78" "site" "MSH_node.568" "2" "2±0" "1"
"79" "site" "SBL_node.569" "0" "0.71±0.46" "1"
"80" "site" "MSH_node.569" "1" "0.29±0.46" "1"
"81" "site" "SBL_node.572" "0" "0.53±0.5" "1"
"82" "site" "MSH_node.572" "1" "0.47±0.5" "1"
"83" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"84" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"85" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"86" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"87" "temp" "20_node.381" "1" "0.25±0.43" "1"
"88" "temp" "30_node.381" "0" "0.75±0.43" "1"
"89" "temp" "20_node.384" "0" "0.43±0.5" "1"
"90" "temp" "30_node.384" "1" "0.57±0.5" "1"
"91" "temp" "20_node.385" "0" "0.61±0.64" "1"
"92" "temp" "30_node.385" "2" "1.39±0.64" "1"
"93" "temp" "20_node.386" "0" "0.6±0.64" "1"
"94" "temp" "30_node.386" "2" "1.4±0.64" "1"
"95" "temp" "20_node.403" "1" "0.35±0.48" "1"
"96" "temp" "30_node.403" "0" "0.65±0.48" "1"
"97" "temp" "20_node.414" "1" "0.71±0.67" "1"
"98" "temp" "30_node.414" "1" "1.29±0.67" "1"
"99" "temp" "20_node.416" "0" "3.02±1.39" "1"
"100" "temp" "30_node.416" "10" "6.98±1.39" "1"
"101" "temp" "20_node.417" "6" "7.89±1.94" "1"
"102" "temp" "30_node.417" "14" "12.11±1.94" "1"
"103" "temp" "20_node.423" "0" "1.15±0.83" "1"
"104" "temp" "30_node.423" "3" "1.85±0.83" "1"
"105" "temp" "20_node.428" "2" "3.74±1.5" "1"
"106" "temp" "30_node.428" "10" "8.26±1.5" "1"
"107" "temp" "20_node.434" "2" "1.77±1.03" "1"
"108" "temp" "30_node.434" "3" "3.23±1.03" "1"
"109" "temp" "20_node.437" "0" "0.35±0.48" "1"
"110" "temp" "30_node.437" "1" "0.65±0.48" "1"
"111" "temp" "20_node.438" "0" "0.36±0.48" "1"
"112" "temp" "30_node.438" "1" "0.64±0.48" "1"
"113" "temp" "20_node.439" "0" "1.1±0.88" "1"
"114" "temp" "30_node.439" "4" "2.9±0.88" "1"
"115" "temp" "20_node.442" "0" "0.36±0.48" "1"
"116" "temp" "30_node.442" "1" "0.64±0.48" "1"
"117" "temp" "20_node.446" "0" "0.43±0.5" "1"
"118" "temp" "30_node.446" "1" "0.57±0.5" "1"
"119" "temp" "20_node.448" "1" "0.71±0.67" "1"
"120" "temp" "30_node.448" "1" "1.29±0.67" "1"
"121" "temp" "20_node.450" "4" "4.84±1.67" "1"
"122" "temp" "30_node.450" "12" "11.16±1.67" "1"
"123" "temp" "20_node.483" "1" "0.25±0.43" "1"
"124" "temp" "30_node.483" "0" "0.75±0.43" "1"
"125" "temp" "20_node.486" "5" "7.97±2.13" "1"
"126" "temp" "30_node.486" "20" "17.03±2.13" "1"
"127" "temp" "20_node.497" "2" "1.35±0.88" "1"
"128" "temp" "30_node.497" "2" "2.65±0.88" "1"
"129" "temp" "20_node.501" "0" "0.85±0.66" "1"
"130" "temp" "30_node.501" "2" "1.15±0.66" "1"
"131" "temp" "20_node.503" "0" "0.5±0.6" "1"
"132" "temp" "30_node.503" "2" "1.5±0.6" "1"
"133" "temp" "20_node.505" "1" "0.78±0.69" "1"
"134" "temp" "30_node.505" "1" "1.22±0.69" "1"
"135" "temp" "20_node.506" "0" "0.35±0.48" "1"
"136" "temp" "30_node.506" "1" "0.65±0.48" "1"
"137" "temp" "20_node.507" "9" "4.61±1.66" "0.91675"
"138" "temp" "30_node.507" "5" "9.39±1.66" "1"
"139" "temp" "20_node.509" "16" "8.27±2.01" "0.01892"
"140" "temp" "30_node.509" "5" "12.73±2.01" "1"
"141" "temp" "20_node.515" "2" "1.31±0.83" "1"
"142" "temp" "30_node.515" "1" "1.69±0.83" "1"
"143" "temp" "20_node.525" "2" "0.61±0.64" "1"
"144" "temp" "30_node.525" "0" "1.39±0.64" "1"
"145" "temp" "20_node.526" "1" "0.6±0.49" "1"
"146" "temp" "30_node.526" "0" "0.4±0.49" "1"
"147" "temp" "20_node.533" "1" "0.43±0.5" "1"
"148" "temp" "30_node.533" "0" "0.57±0.5" "1"
"149" "temp" "20_node.540" "1" "0.36±0.48" "1"
"150" "temp" "30_node.540" "0" "0.64±0.48" "1"
"151" "temp" "20_node.541" "1" "0.6±0.49" "1"
"152" "temp" "30_node.541" "0" "0.4±0.49" "1"
"153" "temp" "20_node.551" "1" "1.53±0.92" "1"
"154" "temp" "30_node.551" "3" "2.47±0.92" "1"
"155" "temp" "20_node.554" "1" "1.63±0.84" "1"
"156" "temp" "30_node.554" "2" "1.37±0.84" "1"
"157" "temp" "20_node.555" "1" "1.8±0.8" "1"
"158" "temp" "30_node.555" "2" "1.2±0.8" "1"
"159" "temp" "20_node.559" "2" "1.64±0.84" "1"
"160" "temp" "30_node.559" "1" "1.36±0.84" "1"
"161" "temp" "20_node.566" "0" "0.5±0.6" "1"
"162" "temp" "30_node.566" "2" "1.5±0.6" "1"
"163" "temp" "20_node.568" "1" "1.2±0.67" "1"
"164" "temp" "30_node.568" "1" "0.8±0.67" "1"
"165" "temp" "20_node.569" "1" "0.25±0.43" "1"
"166" "temp" "30_node.569" "0" "0.75±0.43" "1"
"167" "temp" "20_node.572" "0" "0.44±0.5" "1"
"168" "temp" "30_node.572" "1" "0.56±0.5" "1"
"169" "temp" "20_node.576" "0" "0.25±0.43" "1"
"170" "temp" "30_node.576" "1" "0.75±0.43" "1"
"171" "temp" "20_node.580" "0" "0.25±0.43" "1"
"172" "temp" "30_node.580" "1" "0.75±0.43" "1"
