"test" "ass." "obs" "exp" "p.obs>exp"
"47" "site" "SBL_node.507" "5" "7.31±1.69" "1"
"48" "site" "MSH_node.507" "9" "6.69±1.69" "1"
"49" "site" "SBL_node.509" "8" "11.11±1.89" "1"
"50" "site" "MSH_node.509" "13" "9.89±1.89" "1"
"51" "site" "SBL_node.515" "2" "1.31±0.67" "1"
"52" "site" "MSH_node.515" "1" "1.69±0.67" "1"
"53" "site" "SBL_node.525" "2" "1.04±0.66" "1"
"54" "site" "MSH_node.525" "0" "0.96±0.66" "1"
"55" "site" "SBL_node.526" "0" "0±0" "1"
"56" "site" "MSH_node.526" "1" "1±0" "1"
"57" "site" "SBL_node.533" "0" "0.33±0.47" "1"
"58" "site" "MSH_node.533" "1" "0.67±0.47" "1"
"59" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"60" "site" "MSH_node.540" "0" "0.29±0.45" "1"
"61" "site" "SBL_node.541" "0" "0±0" "1"
"62" "site" "MSH_node.541" "1" "1±0" "1"
"63" "site" "SBL_node.551" "0" "1.53±0.84" "1"
"64" "site" "MSH_node.551" "4" "2.47±0.84" "1"
"65" "site" "SBL_node.554" "0" "0.53±0.5" "1"
"66" "site" "MSH_node.554" "6" "5.47±0.5" "1"
"67" "site" "SBL_node.559" "0" "0.54±0.5" "1"
"68" "site" "MSH_node.559" "3" "2.46±0.5" "1"
"69" "site" "SBL_node.566" "0" "1.2±0.69" "1"
"70" "site" "MSH_node.566" "2" "0.8±0.69" "1"
"71" "site" "SBL_node.568" "0" "0±0" "1"
"72" "site" "MSH_node.568" "2" "2±0" "1"
"73" "site" "SBL_node.569" "0" "0.71±0.45" "1"
"74" "site" "MSH_node.569" "1" "0.29±0.45" "1"
"75" "site" "SBL_node.572" "0" "0.53±0.5" "1"
"76" "site" "MSH_node.572" "1" "0.47±0.5" "1"
"77" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"78" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"79" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"80" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"81" "temp" "20_node.381" "1" "0.25±0.43" "1"
"82" "temp" "30_node.381" "0" "0.75±0.43" "1"
"83" "temp" "20_node.384" "0" "0.43±0.5" "1"
"84" "temp" "30_node.384" "1" "0.57±0.5" "1"
"85" "temp" "20_node.385" "0" "0.61±0.65" "1"
"86" "temp" "30_node.385" "2" "1.39±0.65" "1"
"87" "temp" "20_node.386" "0" "0.61±0.65" "1"
"88" "temp" "30_node.386" "2" "1.39±0.65" "1"
"89" "temp" "20_node.403" "1" "0.36±0.48" "1"
"90" "temp" "30_node.403" "0" "0.64±0.48" "1"
"91" "temp" "20_node.414" "1" "0.71±0.67" "1"
"92" "temp" "30_node.414" "1" "1.29±0.67" "1"
"93" "temp" "20_node.416" "6" "12.05±2.47" "1"
"94" "temp" "30_node.416" "27" "20.95±2.47" "0.79199"
"95" "temp" "20_node.428" "2" "3.73±1.5" "1"
"96" "temp" "30_node.428" "10" "8.27±1.5" "1"
"97" "temp" "20_node.434" "2" "1.77±1.04" "1"
"98" "temp" "30_node.434" "3" "3.23±1.04" "1"
"99" "temp" "20_node.437" "0" "0.35±0.48" "1"
"100" "temp" "30_node.437" "1" "0.65±0.48" "1"
"101" "temp" "20_node.438" "0" "0.35±0.48" "1"
"102" "temp" "30_node.438" "1" "0.65±0.48" "1"
"103" "temp" "20_node.439" "0" "1.11±0.88" "1"
"104" "temp" "30_node.439" "4" "2.89±0.88" "1"
"105" "temp" "20_node.442" "0" "0.36±0.48" "1"
"106" "temp" "30_node.442" "1" "0.64±0.48" "1"
"107" "temp" "20_node.446" "0" "0.43±0.5" "1"
"108" "temp" "30_node.446" "1" "0.57±0.5" "1"
"109" "temp" "20_node.448" "1" "0.71±0.67" "1"
"110" "temp" "30_node.448" "1" "1.29±0.67" "1"
"111" "temp" "20_node.450" "4" "4.83±1.67" "1"
"112" "temp" "30_node.450" "12" "11.17±1.67" "1"
"113" "temp" "20_node.483" "1" "0.25±0.43" "1"
"114" "temp" "30_node.483" "0" "0.75±0.43" "1"
"115" "temp" "20_node.486" "5" "7.97±2.13" "1"
"116" "temp" "30_node.486" "20" "17.03±2.13" "1"
"117" "temp" "20_node.497" "2" "1.35±0.88" "1"
"118" "temp" "30_node.497" "2" "2.65±0.88" "1"
"119" "temp" "20_node.501" "0" "0.85±0.65" "1"
"120" "temp" "30_node.501" "2" "1.15±0.65" "1"
"121" "temp" "20_node.503" "0" "0.5±0.6" "1"
"122" "temp" "30_node.503" "2" "1.5±0.6" "1"
"123" "temp" "20_node.505" "1" "0.79±0.69" "1"
"124" "temp" "30_node.505" "1" "1.21±0.69" "1"
"125" "temp" "20_node.506" "0" "0.36±0.48" "1"
"126" "temp" "30_node.506" "1" "0.64±0.48" "1"
"127" "temp" "20_node.507" "9" "4.62±1.66" "0.91759"
"128" "temp" "30_node.507" "5" "9.38±1.66" "1"
"129" "temp" "20_node.509" "16" "8.27±2.01" "0.02"
"130" "temp" "30_node.509" "5" "12.73±2.01" "1"
"131" "temp" "20_node.515" "2" "1.31±0.83" "1"
"132" "temp" "30_node.515" "1" "1.69±0.83" "1"
"133" "temp" "20_node.525" "2" "0.61±0.65" "1"
"134" "temp" "30_node.525" "0" "1.39±0.65" "1"
"135" "temp" "20_node.526" "1" "0.6±0.49" "1"
"136" "temp" "30_node.526" "0" "0.4±0.49" "1"
"137" "temp" "20_node.533" "1" "0.43±0.5" "1"
"138" "temp" "30_node.533" "0" "0.57±0.5" "1"
"139" "temp" "20_node.540" "1" "0.36±0.48" "1"
"140" "temp" "30_node.540" "0" "0.64±0.48" "1"
"141" "temp" "20_node.541" "1" "0.6±0.49" "1"
"142" "temp" "30_node.541" "0" "0.4±0.49" "1"
"143" "temp" "20_node.551" "1" "1.53±0.92" "1"
"144" "temp" "30_node.551" "3" "2.47±0.92" "1"
"145" "temp" "20_node.554" "2" "3.43±1.09" "1"
"146" "temp" "30_node.554" "4" "2.57±1.09" "1"
"147" "temp" "20_node.559" "2" "1.63±0.84" "1"
"148" "temp" "30_node.559" "1" "1.37±0.84" "1"
"149" "temp" "20_node.566" "0" "0.5±0.6" "1"
"150" "temp" "30_node.566" "2" "1.5±0.6" "1"
"151" "temp" "20_node.568" "1" "1.2±0.67" "1"
"152" "temp" "30_node.568" "1" "0.8±0.67" "1"
"153" "temp" "20_node.569" "1" "0.25±0.43" "1"
"154" "temp" "30_node.569" "0" "0.75±0.43" "1"
"155" "temp" "20_node.572" "0" "0.43±0.5" "1"
"156" "temp" "30_node.572" "1" "0.57±0.5" "1"
"157" "temp" "20_node.576" "0" "0.25±0.43" "1"
"158" "temp" "30_node.576" "1" "0.75±0.43" "1"
"159" "temp" "20_node.580" "0" "0.25±0.43" "1"
"160" "temp" "30_node.580" "1" "0.75±0.43" "1"
