"test" "ass." "obs" "exp" "p.obs>exp"
"58" "site" "MSH_node.489" "1" "0.47±0.5" "1"
"59" "site" "SBL_node.490" "2" "1.31±0.67" "1"
"60" "site" "MSH_node.490" "0" "0.69±0.67" "1"
"61" "site" "SBL_node.491" "1" "0.33±0.47" "1"
"62" "site" "MSH_node.491" "0" "0.67±0.47" "1"
"63" "site" "SBL_node.492" "6" "7.83±1.75" "1"
"64" "site" "MSH_node.492" "8" "6.17±1.75" "1"
"65" "site" "SBL_node.496" "2" "1.31±0.67" "1"
"66" "site" "MSH_node.496" "0" "0.69±0.67" "1"
"67" "site" "SBL_node.498" "0" "0.6±0.49" "1"
"68" "site" "MSH_node.498" "1" "0.4±0.49" "1"
"69" "site" "SBL_node.499" "0" "0±0" "1"
"70" "site" "MSH_node.499" "1" "1±0" "1"
"71" "site" "SBL_node.500" "0" "1.3±0.67" "1"
"72" "site" "MSH_node.500" "2" "0.7±0.67" "1"
"73" "site" "SBL_node.501" "0" "0.59±0.49" "1"
"74" "site" "MSH_node.501" "2" "1.41±0.49" "1"
"75" "site" "SBL_node.503" "0" "1.19±0.69" "1"
"76" "site" "MSH_node.503" "2" "0.81±0.69" "1"
"77" "site" "SBL_node.505" "1" "1.24±0.67" "1"
"78" "site" "MSH_node.505" "1" "0.76±0.67" "1"
"79" "site" "SBL_node.506" "1" "0.6±0.49" "1"
"80" "site" "MSH_node.506" "0" "0.4±0.49" "1"
"81" "site" "SBL_node.507" "3" "3.93±1.22" "1"
"82" "site" "MSH_node.507" "4" "3.07±1.22" "1"
"83" "site" "SBL_node.509" "8" "9.54±1.77" "1"
"84" "site" "MSH_node.509" "10" "8.46±1.77" "1"
"85" "site" "SBL_node.513" "0" "0.33±0.47" "1"
"86" "site" "MSH_node.513" "1" "0.67±0.47" "1"
"87" "site" "SBL_node.514" "0" "1.24±0.67" "1"
"88" "site" "MSH_node.514" "2" "0.76±0.67" "1"
"89" "site" "SBL_node.515" "2" "1.31±0.67" "1"
"90" "site" "MSH_node.515" "1" "1.69±0.67" "1"
"91" "site" "SBL_node.516" "0" "0.33±0.47" "1"
"92" "site" "MSH_node.516" "1" "0.67±0.47" "1"
"93" "site" "SBL_node.517" "1" "1.66±0.85" "1"
"94" "site" "MSH_node.517" "2" "1.34±0.85" "1"
"95" "site" "SBL_node.520" "0" "0.33±0.47" "1"
"96" "site" "MSH_node.520" "1" "0.67±0.47" "1"
"97" "site" "SBL_node.521" "1" "0.33±0.47" "1"
"98" "site" "MSH_node.521" "0" "0.67±0.47" "1"
"99" "site" "SBL_node.522" "0" "0.71±0.45" "1"
"100" "site" "MSH_node.522" "1" "0.29±0.45" "1"
"101" "site" "SBL_node.525" "2" "1.04±0.65" "1"
"102" "site" "MSH_node.525" "0" "0.96±0.65" "1"
"103" "site" "SBL_node.526" "0" "0±0" "1"
"104" "site" "MSH_node.526" "1" "1±0" "1"
"105" "site" "SBL_node.533" "0" "0.33±0.47" "1"
"106" "site" "MSH_node.533" "1" "0.67±0.47" "1"
"107" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"108" "site" "MSH_node.540" "0" "0.29±0.45" "1"
"109" "site" "SBL_node.541" "0" "0±0" "1"
"110" "site" "MSH_node.541" "1" "1±0" "1"
"111" "site" "SBL_node.551" "0" "0.6±0.49" "1"
"112" "site" "MSH_node.551" "1" "0.4±0.49" "1"
"113" "site" "SBL_node.552" "0" "0.33±0.47" "1"
"114" "site" "MSH_node.552" "1" "0.67±0.47" "1"
"115" "site" "SBL_node.553" "0" "0.6±0.49" "1"
"116" "site" "MSH_node.553" "2" "1.4±0.49" "1"
"117" "site" "SBL_node.555" "0" "0±0" "1"
"118" "site" "MSH_node.555" "3" "3±0" "1"
"119" "site" "SBL_node.558" "0" "0.53±0.5" "1"
"120" "site" "MSH_node.558" "3" "2.47±0.5" "1"
"121" "site" "SBL_node.559" "0" "0.53±0.5" "1"
"122" "site" "MSH_node.559" "1" "0.47±0.5" "1"
"123" "site" "SBL_node.560" "0" "0±0" "1"
"124" "site" "MSH_node.560" "2" "2±0" "1"
"125" "site" "SBL_node.566" "0" "1.19±0.69" "1"
"126" "site" "MSH_node.566" "2" "0.81±0.69" "1"
"127" "site" "SBL_node.569" "0" "0.71±0.45" "1"
"128" "site" "MSH_node.569" "1" "0.29±0.45" "1"
"129" "site" "SBL_node.572" "0" "0.54±0.5" "1"
"130" "site" "MSH_node.572" "1" "0.46±0.5" "1"
"131" "site" "SBL_node.575" "0" "0±0" "1"
"132" "site" "MSH_node.575" "2" "2±0" "1"
"133" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"134" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"135" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"136" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"137" "temp" "20_node.381" "1" "0.25±0.43" "1"
"138" "temp" "30_node.381" "0" "0.75±0.43" "1"
"139" "temp" "20_node.384" "0" "0.43±0.5" "1"
"140" "temp" "30_node.384" "1" "0.57±0.5" "1"
"141" "temp" "20_node.386" "0" "0.61±0.65" "1"
"142" "temp" "30_node.386" "2" "1.39±0.65" "1"
"143" "temp" "20_node.396" "0" "0.6±0.65" "1"
"144" "temp" "30_node.396" "2" "1.4±0.65" "1"
"145" "temp" "20_node.403" "1" "0.35±0.48" "1"
"146" "temp" "30_node.403" "0" "0.65±0.48" "1"
"147" "temp" "20_node.414" "1" "0.71±0.67" "1"
"148" "temp" "30_node.414" "1" "1.29±0.67" "1"
"149" "temp" "20_node.416" "0" "3.03±1.39" "1"
"150" "temp" "30_node.416" "10" "6.97±1.39" "1"
"151" "temp" "20_node.418" "0" "0.61±0.65" "1"
"152" "temp" "30_node.418" "2" "1.39±0.65" "1"
"153" "temp" "20_node.419" "6" "5.92±1.68" "1"
"154" "temp" "30_node.419" "8" "8.08±1.68" "1"
"155" "temp" "20_node.420" "0" "0.68±0.66" "1"
"156" "temp" "30_node.420" "2" "1.32±0.66" "1"
"157" "temp" "20_node.421" "0" "0.69±0.66" "1"
"158" "temp" "30_node.421" "2" "1.31±0.66" "1"
"159" "temp" "20_node.423" "0" "0.35±0.48" "1"
"160" "temp" "30_node.423" "1" "0.65±0.48" "1"
"161" "temp" "20_node.424" "0" "0.79±0.69" "1"
"162" "temp" "30_node.424" "2" "1.21±0.69" "1"
"163" "temp" "20_node.428" "2" "3.74±1.5" "1"
"164" "temp" "30_node.428" "10" "8.26±1.5" "1"
"165" "temp" "20_node.434" "2" "1.77±1.03" "1"
"166" "temp" "30_node.434" "3" "3.23±1.03" "1"
"167" "temp" "20_node.437" "0" "0.36±0.48" "1"
"168" "temp" "30_node.437" "1" "0.64±0.48" "1"
"169" "temp" "20_node.438" "0" "0.35±0.48" "1"
"170" "temp" "30_node.438" "1" "0.65±0.48" "1"
"171" "temp" "20_node.439" "0" "1.11±0.88" "1"
"172" "temp" "30_node.439" "4" "2.89±0.88" "1"
"173" "temp" "20_node.446" "0" "0.43±0.5" "1"
"174" "temp" "30_node.446" "1" "0.57±0.5" "1"
"175" "temp" "20_node.447" "0" "0.36±0.48" "1"
"176" "temp" "30_node.447" "1" "0.64±0.48" "1"
"177" "temp" "20_node.451" "1" "0.25±0.43" "1"
"178" "temp" "30_node.451" "0" "0.75±0.43" "1"
"179" "temp" "20_node.452" "0" "0.6±0.65" "1"
"180" "temp" "30_node.452" "2" "1.4±0.65" "1"
"181" "temp" "20_node.453" "2" "1.46±0.99" "1"
"182" "temp" "30_node.453" "3" "3.54±0.99" "1"
"183" "temp" "20_node.458" "1" "2.52±1.26" "1"
"184" "temp" "30_node.458" "7" "5.48±1.26" "1"
"185" "temp" "20_node.483" "1" "0.25±0.43" "1"
"186" "temp" "30_node.483" "0" "0.75±0.43" "1"
"187" "temp" "20_node.486" "1" "1.35±0.97" "1"
"188" "temp" "30_node.486" "4" "3.65±0.97" "1"
"189" "temp" "20_node.487" "0" "0.25±0.43" "1"
"190" "temp" "30_node.487" "1" "0.75±0.43" "1"
"191" "temp" "20_node.488" "0" "0.43±0.5" "1"
"192" "temp" "30_node.488" "1" "0.57±0.5" "1"
"193" "temp" "20_node.489" "0" "0.43±0.5" "1"
"194" "temp" "30_node.489" "1" "0.57±0.5" "1"
"195" "temp" "20_node.490" "1" "0.71±0.67" "1"
"196" "temp" "30_node.490" "1" "1.29±0.67" "1"
"197" "temp" "20_node.491" "1" "0.25±0.43" "1"
"198" "temp" "30_node.491" "0" "0.75±0.43" "1"
"199" "temp" "20_node.492" "2" "4.54±1.67" "1"
"200" "temp" "30_node.492" "12" "9.46±1.67" "1"
"201" "temp" "20_node.496" "1" "0.71±0.67" "1"
"202" "temp" "30_node.496" "1" "1.29±0.67" "1"
"203" "temp" "20_node.498" "0" "0.25±0.43" "1"
"204" "temp" "30_node.498" "1" "0.75±0.43" "1"
"205" "temp" "20_node.499" "1" "0.6±0.49" "1"
"206" "temp" "30_node.499" "0" "0.4±0.49" "1"
"207" "temp" "20_node.500" "1" "0.5±0.6" "1"
"208" "temp" "30_node.500" "1" "1.5±0.6" "1"
"209" "temp" "20_node.501" "0" "0.84±0.65" "1"
"210" "temp" "30_node.501" "2" "1.16±0.65" "1"
"211" "temp" "20_node.503" "0" "0.5±0.6" "1"
"212" "temp" "30_node.503" "2" "1.5±0.6" "1"
"213" "temp" "20_node.505" "1" "0.79±0.69" "1"
"214" "temp" "30_node.505" "1" "1.21±0.69" "1"
"215" "temp" "20_node.506" "0" "0.35±0.48" "1"
"216" "temp" "30_node.506" "1" "0.65±0.48" "1"
"217" "temp" "20_node.507" "5" "2.33±1.22" "1"
"218" "temp" "30_node.507" "2" "4.67±1.22" "1"
"219" "temp" "20_node.509" "14" "7.15±1.91" "0.0612"
"220" "temp" "30_node.509" "4" "10.85±1.91" "1"
"221" "temp" "20_node.513" "1" "0.43±0.5" "1"
"222" "temp" "30_node.513" "0" "0.57±0.5" "1"
"223" "temp" "20_node.514" "1" "0.68±0.66" "1"
"224" "temp" "30_node.514" "1" "1.32±0.66" "1"
"225" "temp" "20_node.515" "2" "1.31±0.83" "1"
"226" "temp" "30_node.515" "1" "1.69±0.83" "1"
"227" "temp" "20_node.516" "1" "0.43±0.5" "1"
"228" "temp" "30_node.516" "0" "0.57±0.5" "1"
"229" "temp" "20_node.517" "0" "0.93±0.79" "1"
"230" "temp" "30_node.517" "3" "2.07±0.79" "1"
"231" "temp" "20_node.520" "1" "0.43±0.5" "1"
"232" "temp" "30_node.520" "0" "0.57±0.5" "1"
"233" "temp" "20_node.521" "1" "0.25±0.43" "1"
"234" "temp" "30_node.521" "0" "0.75±0.43" "1"
"235" "temp" "20_node.522" "1" "0.25±0.43" "1"
"236" "temp" "30_node.522" "0" "0.75±0.43" "1"
"237" "temp" "20_node.525" "2" "0.6±0.65" "1"
"238" "temp" "30_node.525" "0" "1.4±0.65" "1"
"239" "temp" "20_node.526" "1" "0.6±0.49" "1"
"240" "temp" "30_node.526" "0" "0.4±0.49" "1"
"241" "temp" "20_node.533" "1" "0.43±0.5" "1"
"242" "temp" "30_node.533" "0" "0.57±0.5" "1"
"243" "temp" "20_node.540" "1" "0.36±0.48" "1"
"244" "temp" "30_node.540" "0" "0.64±0.48" "1"
"245" "temp" "20_node.541" "1" "0.6±0.49" "1"
"246" "temp" "30_node.541" "0" "0.4±0.49" "1"
"247" "temp" "20_node.551" "0" "0.25±0.43" "1"
"248" "temp" "30_node.551" "1" "0.75±0.43" "1"
"249" "temp" "20_node.552" "1" "0.43±0.5" "1"
"250" "temp" "30_node.552" "0" "0.57±0.5" "1"
"251" "temp" "20_node.553" "0" "0.85±0.65" "1"
"252" "temp" "30_node.553" "2" "1.15±0.65" "1"
"253" "temp" "20_node.555" "1" "1.8±0.8" "1"
"254" "temp" "30_node.555" "2" "1.2±0.8" "1"
"255" "temp" "20_node.558" "1" "1.63±0.84" "1"
"256" "temp" "30_node.558" "2" "1.37±0.84" "1"
"257" "temp" "20_node.559" "0" "0.43±0.5" "1"
"258" "temp" "30_node.559" "1" "0.57±0.5" "1"
"259" "temp" "20_node.560" "2" "1.2±0.67" "1"
"260" "temp" "30_node.560" "0" "0.8±0.67" "1"
"261" "temp" "20_node.566" "0" "0.5±0.6" "1"
"262" "temp" "30_node.566" "2" "1.5±0.6" "1"
"263" "temp" "20_node.569" "1" "0.25±0.43" "1"
"264" "temp" "30_node.569" "0" "0.75±0.43" "1"
"265" "temp" "20_node.572" "0" "0.43±0.5" "1"
"266" "temp" "30_node.572" "1" "0.57±0.5" "1"
"267" "temp" "20_node.575" "1" "1.2±0.67" "1"
"268" "temp" "30_node.575" "1" "0.8±0.67" "1"
"269" "temp" "20_node.576" "0" "0.25±0.43" "1"
"270" "temp" "30_node.576" "1" "0.75±0.43" "1"
"271" "temp" "20_node.580" "0" "0.25±0.43" "1"
"272" "temp" "30_node.580" "1" "0.75±0.43" "1"
